# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7027103564   0.7024122529  -0.14305  3.78876    5.698   5.538   5.271   5.119   4.963   4.648   4.612
   0.7046457470   0.7044622500  -0.13220  3.78977    5.667   5.508   5.243   5.092   4.937   4.623   4.587
   0.7065811375   0.7065063329  -0.12123  3.79078    5.635   5.478   5.215   5.064   4.910   4.598   4.562
   0.7085165281   0.7085165281  -0.11012  3.79180    5.604   5.448   5.186   5.037   4.883   4.573   4.537
   0.7104519186   0.7104519186  -0.09886  3.79281    5.572   5.417   5.157   5.008   4.856   4.547   4.512
   0.7123873092   0.7123873092  -0.08745  3.79382    5.540   5.386   5.128   4.980   4.828   4.521   4.486
   0.7143226997   0.7143226997  -0.07587  3.79484    5.507   5.355   5.098   4.951   4.800   4.494   4.460
   0.7162580903   0.7162580903  -0.06412  3.79586    5.474   5.323   5.068   4.922   4.771   4.467   4.433
   0.7181934808   0.7181934808  -0.05217  3.79689    5.440   5.290   5.037   4.892   4.742   4.440   4.406
   0.7201288714   0.7201288714  -0.04003  3.79793    5.406   5.257   5.005   4.861   4.713   4.412   4.378
   0.7220642619   0.7220642619  -0.02768  3.79897    5.371   5.224   4.974   4.830   4.683   4.384   4.350
   0.7239996525   0.7239996525  -0.01511  3.80001    5.336   5.190   4.941   4.799   4.652   4.355   4.321
   0.7259350430   0.7259350430  -0.00228  3.80106    5.300   5.155   4.908   4.767   4.621   4.325   4.291
   0.7278704336   0.7278704336   0.01080  3.80211    5.263   5.120   4.874   4.734   4.589   4.295   4.261
   0.7298058241   0.7298058241   0.02414  3.80316    5.226   5.084   4.840   4.700   4.556   4.264   4.231
   0.7317412147   0.7317412147   0.03777  3.80421    5.188   5.047   4.805   4.666   4.523   4.232   4.199
   0.7336766052   0.7336766052   0.05170  3.80526    5.149   5.009   4.769   4.631   4.489   4.199   4.167
   0.7356119958   0.7356119958   0.06594  3.80632    5.109   4.971   4.732   4.595   4.454   4.166   4.134
   0.7375473863   0.7375473863   0.08051  3.80737    5.069   4.931   4.694   4.558   4.418   4.132   4.100
   0.7394827769   0.7394827769   0.09546  3.80842    5.027   4.891   4.656   4.521   4.381   4.097   4.065
   0.7414181674   0.7414181674   0.11081  3.80946    4.985   4.850   4.616   4.482   4.343   4.061   4.029
   0.7433535580   0.7433535580   0.12654  3.81050    4.941   4.807   4.575   4.442   4.304   4.024   3.992
   0.7452889485   0.7452889485   0.14265  3.81152    4.897   4.764   4.534   4.401   4.264   3.985   3.955
   0.7472243391   0.7472243391   0.15912  3.81253    4.852   4.720   4.491   4.360   4.224   3.946   3.916
   0.7491597296   0.7491597296   0.17598  3.81352    4.805   4.675   4.448   4.317   4.182   3.906   3.876
   0.7510951202   0.7510951202   0.19317  3.81448    4.758   4.629   4.403   4.274   4.139   3.865   3.835
   0.7530305108   0.7530305108   0.21058  3.81541    4.711   4.582   4.358   4.229   4.096   3.823   3.794
   0.7549659013   0.7549659013   0.22816  3.81630    4.663   4.535   4.313   4.185   4.052   3.781   3.752
   0.7569012919   0.7569012919   0.24608  3.81719    4.614   4.487   4.266   4.139   4.007   3.738   3.709
   0.7588366824   0.7588366824   0.26476  3.81803    4.564   4.438   4.218   4.092   3.960   3.693   3.664
   0.7607720730   0.7607720730   0.28451  3.81874    4.511   4.385   4.167   4.042   3.911   3.645   3.616
   0.7627074635   0.7627074635   0.30543  3.81932    4.455   4.331   4.113   3.989   3.858   3.593   3.565
   0.7629119054   0.7629119054   0.30767  3.81937    4.449   4.325   4.108   3.983   3.853   3.588   3.560
   0.7631163473   0.7631163473   0.30992  3.81942    4.443   4.319   4.102   3.977   3.847   3.582   3.554
   0.7633207891   0.7633207891   0.31218  3.81947    4.437   4.313   4.096   3.971   3.841   3.577   3.548
   0.7635252310   0.7635252310   0.31446  3.81952    4.431   4.307   4.090   3.966   3.836   3.571   3.543
   0.7637296729   0.7637296729   0.31675  3.81956    4.425   4.301   4.084   3.960   3.830   3.565   3.537
   0.7639341148   0.7639341148   0.31906  3.81960    4.419   4.295   4.078   3.954   3.824   3.560   3.531
   0.7641385566   0.7641385566   0.32138  3.81964    4.413   4.289   4.072   3.948   3.818   3.554   3.526
   0.7643429985   0.7643429985   0.32371  3.81967    4.407   4.283   4.066   3.942   3.812   3.548   3.520
   0.7645474404   0.7645474404   0.32606  3.81971    4.401   4.277   4.060   3.936   3.806   3.542   3.514
   0.7647518823   0.7647518823   0.32842  3.81974    4.395   4.271   4.054   3.930   3.801   3.536   3.508
   0.7649563241   0.7649563241   0.33080  3.81977    4.388   4.265   4.048   3.924   3.795   3.530   3.502
   0.7651607660   0.7651607660   0.33319  3.81979    4.382   4.258   4.042   3.918   3.788   3.525   3.496
   0.7653652079   0.7653652079   0.33560  3.81982    4.376   4.252   4.036   3.912   3.782   3.519   3.490
   0.7655696498   0.7655696498   0.33802  3.81984    4.370   4.246   4.030   3.906   3.776   3.512   3.484
   0.7657740917   0.7657740917   0.34046  3.81985    4.363   4.240   4.024   3.900   3.770   3.506   3.478
   0.7659785335   0.7659785335   0.34292  3.81987    4.357   4.233   4.017   3.893   3.764   3.500   3.472
   0.7661829754   0.7661829754   0.34540  3.81988    4.351   4.227   4.011   3.887   3.758   3.494   3.466
   0.7663874173   0.7663874173   0.34789  3.81988    4.344   4.221   4.005   3.881   3.751   3.488   3.460
   0.7665918592   0.7665918592   0.35040  3.81989    4.338   4.214   3.998   3.874   3.745   3.481   3.453
   0.7667963010   0.7667963010   0.35293  3.81989    4.331   4.208   3.992   3.868   3.739   3.475   3.447
   0.7670007429   0.7670007429   0.35547  3.81988    4.325   4.201   3.985   3.862   3.732   3.469   3.441
   0.7672051848   0.7672051848   0.35803  3.81988    4.318   4.195   3.979   3.855   3.726   3.462   3.434
   0.7674096267   0.7674096267   0.36061  3.81986    4.312   4.188   3.972   3.849   3.719   3.456   3.428
   0.7676140685   0.7676140685   0.36321  3.81985    4.305   4.181   3.966   3.842   3.713   3.449   3.421
   0.7678185104   0.7678185104   0.36583  3.81983    4.298   4.175   3.959   3.835   3.706   3.442   3.414
   0.7680229523   0.7680229523   0.36847  3.81980    4.292   4.168   3.952   3.829   3.699   3.436   3.408
   0.7682273942   0.7682273942   0.37113  3.81977    4.285   4.161   3.946   3.822   3.692   3.429   3.401
   0.7684318360   0.7684318360   0.37382  3.81973    4.278   4.155   3.939   3.815   3.686   3.422   3.394
   0.7686362779   0.7686362779   0.37653  3.81969    4.271   4.148   3.932   3.808   3.679   3.415   3.387
   0.7688407198   0.7688407198   0.37926  3.81965    4.264   4.141   3.925   3.801   3.672   3.408   3.380
   0.7690451617   0.7690451617   0.38201  3.81959    4.257   4.134   3.918   3.794   3.665   3.401   3.373
   0.7692496035   0.7692496035   0.38478  3.81953    4.251   4.127   3.911   3.787   3.658   3.394   3.366
   0.7694540454   0.7694540454   0.38758  3.81945    4.244   4.120   3.904   3.780   3.651   3.387   3.359
   0.7696584873   0.7696584873   0.39041  3.81936    4.237   4.113   3.897   3.773   3.643   3.379   3.351
   0.7698629292   0.7698629292   0.39326  3.81926    4.230   4.106   3.890   3.766   3.636   3.372   3.344
   0.7700673711   0.7700673711   0.39613  3.81914    4.223   4.099   3.883   3.759   3.629   3.365   3.336
   0.7702718129   0.7702718129   0.39902  3.81902    4.216   4.092   3.876   3.751   3.621   3.357   3.329
   0.7704762548   0.7704762548   0.40194  3.81889    4.208   4.085   3.868   3.744   3.614   3.349   3.321
   0.7706806967   0.7706806967   0.40488  3.81876    4.201   4.077   3.861   3.736   3.607   3.342   3.313
   0.7708851386   0.7708851386   0.40784  3.81862    4.194   4.070   3.854   3.729   3.599   3.334   3.306
   0.7710895804   0.7710895804   0.41080  3.81850    4.187   4.063   3.846   3.721   3.591   3.326   3.298
   0.7712940223   0.7712940223   0.41379  3.81837    4.180   4.055   3.839   3.714   3.584   3.318   3.290
   0.7714984642   0.7714984642   0.41681  3.81823    4.172   4.048   3.831   3.706   3.576   3.310   3.282
   0.7717029061   0.7717029061   0.41986  3.81808    4.165   4.041   3.823   3.699   3.568   3.302   3.274
   0.7719073479   0.7719073479   0.42294  3.81793    4.158   4.033   3.816   3.691   3.560   3.294   3.266
   0.7721117898   0.7721117898   0.42605  3.81776    4.150   4.026   3.808   3.683   3.552   3.286   3.258
   0.7723162317   0.7723162317   0.42920  3.81758    4.143   4.018   3.800   3.675   3.544   3.278   3.249
   0.7725206736   0.7725206736   0.43238  3.81739    4.135   4.010   3.792   3.667   3.536   3.269   3.241
   0.7727251154   0.7727251154   0.43559  3.81718    4.127   4.002   3.784   3.659   3.528   3.261   3.232
   0.7729295573   0.7729295573   0.43885  3.81697    4.120   3.995   3.776   3.651   3.520   3.252   3.224
   0.7731339992   0.7731339992   0.44215  3.81674    4.112   3.987   3.768   3.642   3.511   3.243   3.215
   0.7733384411   0.7733384411   0.44549  3.81649    4.104   3.979   3.760   3.634   3.503   3.234   3.206
   0.7735428829   0.7735428829   0.44886  3.81623    4.096   3.971   3.752   3.625   3.494   3.225   3.196
   0.7737473248   0.7737473248   0.45228  3.81596    4.089   3.963   3.743   3.617   3.485   3.216   3.187
   0.7739517667   0.7739517667   0.45575  3.81567    4.081   3.955   3.735   3.608   3.476   3.207   3.178
   0.7741562086   0.7741562086   0.45926  3.81535    4.073   3.946   3.726   3.599   3.467   3.197   3.168
   0.7743606505   0.7743606505   0.46282  3.81502    4.065   3.938   3.717   3.590   3.458   3.187   3.158
   0.7745650923   0.7745611412   0.46643  3.81466    4.056   3.930   3.709   3.581   3.449   3.178   3.148
   0.7747695342   0.7747533540   0.47008  3.81428    4.048   3.921   3.700   3.572   3.439   3.168   3.138
   0.7749739761   0.7749458302   0.47379  3.81388    4.040   3.913   3.691   3.563   3.430   3.157   3.128
   0.7750987267   0.7750627879   0.47610  3.81362    4.035   3.907   3.685   3.557   3.424   3.151   3.122
   0.7752234772   0.7751797217   0.47842  3.81336    4.030   3.902   3.679   3.551   3.418   3.145   3.115
   0.7753482278   0.7752965682   0.48078  3.81308    4.025   3.897   3.674   3.545   3.411   3.138   3.108
   0.7754729784   0.7754134202   0.48314  3.81279    4.020   3.892   3.668   3.539   3.405   3.131   3.102
   0.7755977290   0.7755302834   0.48554  3.81249    4.015   3.886   3.662   3.533   3.399   3.125   3.095
   0.7757224796   0.7756471358   0.48795  3.81219    4.010   3.881   3.656   3.527   3.393   3.118   3.088
   0.7758472302   0.7757641697   0.49039  3.81187    4.004   3.875   3.651   3.521   3.386   3.111   3.081
   0.7759719808   0.7758809963   0.49285  3.81154    3.999   3.870   3.645   3.515   3.380   3.104   3.074
   0.7760967313   0.7759975059   0.49533  3.81120    3.994   3.864   3.639   3.508   3.374   3.097   3.067
   0.7762214819   0.7761140725   0.49785  3.81084    3.989   3.859   3.633   3.502   3.367   3.090   3.060
   0.7763462325   0.7762305465   0.50038  3.81047    3.983   3.853   3.627   3.496   3.360   3.083   3.053
   0.7764709831   0.7763471967   0.50295  3.81009    3.978   3.847   3.620   3.489   3.354   3.076   3.045
   0.7765957337   0.7764639610   0.50554  3.80970    3.973   3.842   3.614   3.483   3.347   3.068   3.038
   0.7767204843   0.7765802658   0.50817  3.80928    3.968   3.836   3.608   3.476   3.340   3.061   3.030
   0.7768452348   0.7766963686   0.51082  3.80885    3.962   3.830   3.602   3.470   3.333   3.053   3.023
   0.7769699854   0.7768124495   0.51350  3.80841    3.957   3.825   3.595   3.463   3.326   3.046   3.015
   0.7770947360   0.7769288609   0.51622  3.80795    3.951   3.819   3.589   3.456   3.319   3.038   3.007
   0.7772194866   0.7770452296   0.51897  3.80748    3.946   3.813   3.583   3.449   3.312   3.030   2.999
   0.7773442372   0.7771610722   0.52176  3.80698    3.941   3.807   3.576   3.443   3.304   3.022   2.991
   0.7774689878   0.7772771584   0.52457  3.80648    3.935   3.801   3.569   3.435   3.297   3.014   2.982
   0.7775937384   0.7773933246   0.52743  3.80595    3.930   3.795   3.563   3.428   3.290   3.006   2.974
   0.7777184889   0.7775089888   0.53032  3.80541    3.924   3.789   3.556   3.421   3.282   2.997   2.965
   0.7778432395   0.7776248009   0.53324  3.80484    3.919   3.783   3.549   3.414   3.274   2.989   2.957
   0.7779679901   0.7777408711   0.53621  3.80425    3.913   3.777   3.542   3.407   3.266   2.980   2.948
   0.7780927407   0.7778563189   0.53922  3.80364    3.908   3.771   3.535   3.399   3.259   2.971   2.939
   0.7782174913   0.7779717707   0.54226  3.80301    3.902   3.765   3.528   3.392   3.251   2.962   2.930
   0.7783422419   0.7780875997   0.54534  3.80235    3.897   3.759   3.521   3.384   3.242   2.953   2.920
   0.7784669924   0.7782028071   0.54848  3.80167    3.891   3.752   3.514   3.376   3.234   2.944   2.911
   0.7785917430   0.7783181345   0.55165  3.80095    3.886   3.746   3.507   3.368   3.226   2.934   2.901
   0.7787164936   0.7784334985   0.55486  3.80021    3.880   3.740   3.499   3.361   3.217   2.925   2.891
   0.7788412442   0.7785484076   0.55811  3.79944    3.875   3.734   3.492   3.353   3.209   2.915   2.881
   0.7789659948   0.7786640256   0.56148  3.79866    3.869   3.727   3.484   3.344   3.200   2.905   2.871
   0.7790907454   0.7787788329   0.56476  3.79783    3.864   3.721   3.477   3.336   3.191   2.895   2.861
   0.7792154959   0.7788936639   0.56816  3.79695    3.858   3.714   3.469   3.328   3.182   2.885   2.850
   0.7793402465   0.7790086690   0.57162  3.79607    3.853   3.708   3.462   3.320   3.173   2.874   2.840
   0.7794649971   0.7791235389   0.57512  3.79515    3.847   3.702   3.454   3.311   3.164   2.864   2.829
   0.7795897477   0.7792382125   0.57866  3.79420    3.842   3.695   3.446   3.302   3.154   2.853   2.818
   0.7797144983   0.7793526483   0.58225  3.79321    3.836   3.689   3.438   3.294   3.145   2.842   2.807
   0.7798392489   0.7794668046   0.58589  3.79217    3.831   3.682   3.430   3.285   3.135   2.831   2.795
   0.7799639995   0.7795810081   0.58958  3.79108    3.826   3.676   3.422   3.276   3.126   2.819   2.783
   0.7800887500   0.7796954359   0.59333  3.78993    3.821   3.670   3.414   3.267   3.116   2.808   2.771
   0.7802135006   0.7798096621   0.59713  3.78873    3.816   3.663   3.406   3.258   3.106   2.796   2.759
   0.7803382512   0.7799236429   0.60099  3.78747    3.811   3.657   3.398   3.249   3.095   2.783   2.746
   0.7804630018   0.7800373170   0.60489  3.78615    3.806   3.651   3.390   3.239   3.085   2.771   2.734
   0.7805877524   0.7801506966   0.60883  3.78476    3.802   3.645   3.382   3.230   3.075   2.758   2.721
   0.7807125030   0.7802647465   0.61282  3.78330    3.797   3.639   3.374   3.221   3.064   2.745   2.708
   0.7808372535   0.7803778169   0.61683  3.78176    3.794   3.633   3.366   3.211   3.053   2.732   2.694
   0.7809620041   0.7804912642   0.62089  3.78013    3.790   3.628   3.358   3.202   3.043   2.719   2.680
   0.7810867547   0.7806043829   0.62492  3.77845    3.787   3.623   3.350   3.192   3.032   2.706   2.667
   0.7812115053   0.7807173464   0.62906  3.77673    3.784   3.617   3.342   3.183   3.021   2.692   2.653
   0.7813362559   0.7808300068   0.63318  3.77496    3.781   3.612   3.334   3.173   3.010   2.678   2.638
   0.7814610065   0.7809425329   0.63740  3.77319    3.778   3.607   3.326   3.163   2.999   2.664   2.624
   0.7815857570   0.7810551405   0.64158  3.77144    3.775   3.602   3.318   3.154   2.988   2.651   2.610
   0.7817105076   0.7811673772   0.64588  3.76969    3.772   3.596   3.309   3.144   2.977   2.636   2.595
   0.7818352582   0.7812794309   0.65032  3.76796    3.768   3.590   3.301   3.133   2.965   2.622   2.581
   0.7819600088   0.7813915722   0.65489  3.76623    3.765   3.584   3.291   3.123   2.953   2.607   2.565
   0.7820847594   0.7815031652   0.65963  3.76450    3.761   3.578   3.282   3.112   2.941   2.592   2.550
   0.7822095100   0.7816145045   0.66452  3.76270    3.757   3.571   3.272   3.100   2.928   2.577   2.534
   0.7823342606   0.7817256436   0.66960  3.76089    3.753   3.564   3.262   3.088   2.915   2.560   2.517
   0.7824590111   0.7818365720   0.67498  3.75911    3.748   3.557   3.251   3.076   2.901   2.544   2.500
   0.7825837617   0.7819475382   0.68072  3.75736    3.742   3.548   3.239   3.062   2.886   2.526   2.482
   0.7827085123   0.7820579236   0.68685  3.75564    3.735   3.538   3.226   3.048   2.870   2.507   2.463
   0.7828332629   0.7821683350   0.69340  3.75398    3.727   3.528   3.212   3.032   2.853   2.488   2.443
   0.7829580135   0.7822787031   0.70034  3.75238    3.718   3.516   3.197   3.016   2.836   2.468   2.422
   0.7830827641   0.7823879249   0.70773  3.75086    3.707   3.502   3.181   2.998   2.817   2.446   2.400
   0.7832075146   0.7824976907   0.71558  3.74940    3.695   3.488   3.164   2.979   2.797   2.424   2.378
   0.7833322652   0.7826066139   0.72399  3.74802    3.681   3.472   3.145   2.959   2.776   2.401   2.354
   0.7834570158   0.7827148458   0.73291  3.74670    3.666   3.454   3.125   2.938   2.753   2.376   2.329
   0.7835817664   0.7828229386   0.74239  3.74546    3.649   3.435   3.103   2.915   2.729   2.350   2.302
   0.7837065170   0.7829313179   0.75233  3.74428    3.630   3.414   3.080   2.891   2.704   2.324   2.275
   0.7837228374   0.7829453212   0.75369  3.74414    3.628   3.412   3.077   2.888   2.701   2.320   2.272
   0.7837391578   0.7829593241   0.75504  3.74400    3.625   3.409   3.074   2.884   2.698   2.316   2.268
   0.7837554782   0.7829733267   0.75640  3.74385    3.623   3.406   3.070   2.881   2.694   2.313   2.264
   0.7837717986   0.7829873419   0.75778  3.74371    3.620   3.403   3.067   2.878   2.691   2.309   2.261
   0.7837881190   0.7830013860   0.75916  3.74357    3.617   3.400   3.064   2.874   2.687   2.305   2.257
   0.7838044394   0.7830154302   0.76054  3.74343    3.615   3.397   3.061   2.871   2.684   2.302   2.253
   0.7838207598   0.7830293219   0.76193  3.74329    3.612   3.394   3.058   2.868   2.680   2.298   2.249
   0.7838370802   0.7830430974   0.76334  3.74315    3.609   3.391   3.054   2.864   2.677   2.294   2.246
   0.7838534006   0.7830568490   0.76475  3.74301    3.606   3.388   3.051   2.861   2.673   2.291   2.242
   0.7838697210   0.7830707066   0.76615  3.74287    3.604   3.385   3.048   2.857   2.670   2.287   2.238
   0.7838860414   0.7830847277   0.76757  3.74274    3.601   3.382   3.044   2.854   2.666   2.283   2.234
   0.7839023618   0.7830987869   0.76898  3.74260    3.598   3.379   3.041   2.851   2.663   2.279   2.230
   0.7839186822   0.7831128538   0.77040  3.74247    3.595   3.376   3.038   2.847   2.659   2.276   2.227
   0.7839350026   0.7831269328   0.77183  3.74234    3.592   3.373   3.034   2.844   2.656   2.272   2.223
   0.7839513230   0.7831410007   0.77327  3.74221    3.589   3.370   3.031   2.840   2.652   2.268   2.219
   0.7839676434   0.7831550355   0.77471  3.74208    3.586   3.367   3.028   2.837   2.648   2.264   2.215
   0.7839839638   0.7831688996   0.77617  3.74195    3.584   3.363   3.024   2.833   2.645   2.260   2.211
   0.7840002842   0.7831827205   0.77762  3.74183    3.581   3.360   3.021   2.830   2.641   2.257   2.207
   0.7840166046   0.7831965633   0.77908  3.74170    3.578   3.357   3.017   2.826   2.637   2.253   2.203
   0.7840329250   0.7832104211   0.78055  3.74158    3.575   3.354   3.014   2.822   2.634   2.249   2.199
   0.7840492454   0.7832242834   0.78204  3.74145    3.572   3.351   3.010   2.819   2.630   2.245   2.196
   0.7840655658   0.7832381362   0.78353  3.74133    3.569   3.347   3.007   2.815   2.626   2.241   2.192
   0.7840818862   0.7832519547   0.78502  3.74120    3.566   3.344   3.003   2.812   2.623   2.237   2.188
   0.7840982066   0.7832657382   0.78655  3.74108    3.562   3.341   3.000   2.808   2.619   2.233   2.184
   0.7841145270   0.7832795191   0.78808  3.74096    3.559   3.337   2.996   2.804   2.615   2.229   2.179
   0.7841308474   0.7832932989   0.78961  3.74084    3.556   3.334   2.993   2.800   2.611   2.225   2.175
   0.7841471678   0.7833070811   0.79114  3.74072    3.553   3.331   2.989   2.797   2.607   2.221   2.171
   0.7841634882   0.7833208645   0.79267  3.74061    3.550   3.327   2.985   2.793   2.603   2.217   2.167
   0.7841798086   0.7833346593   0.79421  3.74049    3.547   3.324   2.982   2.789   2.600   2.213   2.163
   0.7841961290   0.7833484610   0.79575  3.74037    3.543   3.321   2.978   2.785   2.596   2.209   2.159
   0.7842124494   0.7833622292   0.79731  3.74026    3.540   3.317   2.974   2.782   2.592   2.205   2.155
